Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths,people_fully_vaccinated_per_hundred,total_boosters_per_hundred
Kuwait,KWT,EMR,HIC,2026,4,0_4,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,3,15_64,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,2,5_14,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,1,5_14,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,2,0_4,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,1,65+,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,1,15_64,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,4,0_4,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,1,0_4,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,4,5_14,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,4,15_64,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,3,5_14,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,3,0_4,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,2,5_14,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,2,15_64,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,4,0_4,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,1,5_14,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,3,15_64,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,1,0_4,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,2,0_4,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,1,15_64,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,4,65+,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,3,65+,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,2,65+,0,0.0,0.0
Guam,GUM,WPR,HIC,2026,1,65+,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,4,65+,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,4,5_14,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,4,0_4,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,2,65+,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,4,65+,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,4,15_64,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,4,5_14,0,0.0,0.0
Guinea,GIN,AFR,LMC,2026,3,0_4,0,0.0,0.0
Guinea,GIN,AFR,LMC,2026,2,0_4,0,0.0,0.0
Guinea,GIN,AFR,LMC,2026,1,15_64,0,0.0,0.0
Guinea,GIN,AFR,LMC,2026,1,0_4,0,0.0,0.0
Guinea,GIN,AFR,LMC,2026,4,65+,0,0.0,0.0
Guinea,GIN,AFR,LMC,2026,3,65+,0,0.0,0.0
Guinea,GIN,AFR,LMC,2026,2,65+,0,0.0,0.0
Guinea,GIN,AFR,LMC,2026,1,65+,0,0.0,0.0
Guernsey,GGY,EUR,,2026,4,5_14,0,0.0,0.0
Guernsey,GGY,EUR,,2026,4,15_64,0,0.0,0.0
Guernsey,GGY,EUR,,2026,3,5_14,0,0.0,0.0
Guernsey,GGY,EUR,,2026,2,5_14,0,0.0,0.0
Guernsey,GGY,EUR,,2026,2,15_64,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,3,65+,0,0.0,0.0
Guernsey,GGY,EUR,,2026,1,5_14,0,0.0,0.0
Guernsey,GGY,EUR,,2026,1,0_4,0,0.0,0.0
Guernsey,GGY,EUR,,2026,3,15_64,0,0.0,0.0
Guernsey,GGY,EUR,,2026,3,0_4,0,0.0,0.0
Guernsey,GGY,EUR,,2026,2,0_4,0,0.0,0.0
Guernsey,GGY,EUR,,2026,1,15_64,0,0.0,0.0
Guernsey,GGY,EUR,,2026,4,65+,0,0.0,0.0
Guernsey,GGY,EUR,,2026,3,65+,0,0.0,0.0
Guernsey,GGY,EUR,,2026,2,65+,0,0.0,0.0
Guernsey,GGY,EUR,,2026,1,65+,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,3,65+,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,3,5_14,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,3,0_4,0,0.0,0.0
Guatemala,GTM,AMR,UMC,2026,2,15_64,0,0.0,0.0
Guernsey,GGY,EUR,,2026,4,0_4,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,3,0_4,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,2,65+,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,2,5_14,0,0.0,0.0
Greenland,GRL,EUR,HIC,2026,1,5_14,0,0.0,0.0
Greenland,GRL,EUR,HIC,2026,1,0_4,0,0.0,0.0
Greenland,GRL,EUR,HIC,2026,4,15_64,0,0.0,0.0
Greenland,GRL,EUR,HIC,2026,3,15_64,0,0.0,0.0
Greenland,GRL,EUR,HIC,2026,2,15_64,0,0.0,0.0
Greenland,GRL,EUR,HIC,2026,1,15_64,0,0.0,0.0
Greenland,GRL,EUR,HIC,2026,3,65+,0,0.0,0.0
Greenland,GRL,EUR,HIC,2026,2,65+,0,0.0,0.0
Greenland,GRL,EUR,HIC,2026,1,65+,0,0.0,0.0
Greece,GRC,EUR,HIC,2026,4,5_14,0,0.0,0.0
Greece,GRC,EUR,HIC,2026,4,0_4,0,0.0,0.0
Greece,GRC,EUR,HIC,2026,3,65+,10,0.0,0.0
Greece,GRC,EUR,HIC,2026,2,65+,15,0.0,0.0
Greenland,GRL,EUR,HIC,2026,2,0_4,0,0.0,0.0
Greece,GRC,EUR,HIC,2026,1,0_4,0,0.0,0.0
Greece,GRC,EUR,HIC,2026,2,5_14,0,0.0,0.0
Greece,GRC,EUR,HIC,2026,4,15_64,1,0.0,0.0
Greece,GRC,EUR,HIC,2026,3,5_14,0,0.0,0.0
Greece,GRC,EUR,HIC,2026,2,15_64,1,0.0,0.0
Greece,GRC,EUR,HIC,2026,3,15_64,0,0.0,0.0
Greece,GRC,EUR,HIC,2026,2,0_4,0,0.0,0.0
Greece,GRC,EUR,HIC,2026,1,65+,34,0.0,0.0
Greece,GRC,EUR,HIC,2026,1,15_64,3,0.0,0.0
Greece,GRC,EUR,HIC,2026,3,0_4,0,0.0,0.0
Greece,GRC,EUR,HIC,2026,1,5_14,0,0.0,0.0
Gibraltar,GIB,EUR,HIC,2026,4,65+,0,0.0,0.0
Gibraltar,GIB,EUR,HIC,2026,4,5_14,0,0.0,0.0
Gibraltar,GIB,EUR,HIC,2026,4,0_4,0,0.0,0.0
Greece,GRC,EUR,HIC,2026,4,65+,3,0.0,0.0
Guinea,GIN,AFR,LMC,2026,4,0_4,0,0.0,0.0
Greenland,GRL,EUR,HIC,2026,2,5_14,0,0.0,0.0
Greenland,GRL,EUR,HIC,2026,3,5_14,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,2,0_4,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,1,65+,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,1,0_4,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,4,15_64,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,3,5_14,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,3,15_64,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,2,15_64,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,1,5_14,0,0.0,0.0
Guadeloupe,GLP,AMR,,2026,1,15_64,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,4,0_4,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,4,5_14,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,3,0_4,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,4,15_64,0,0.0,0.0
Greenland,GRL,EUR,HIC,2026,3,0_4,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,2,0_4,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,1,15_64,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,3,15_64,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,1,0_4,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,2,5_14,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,2,15_64,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,1,5_14,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,4,65+,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,3,65+,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,2,65+,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,1,65+,0,0.0,0.0
Greenland,GRL,EUR,HIC,2026,4,65+,0,0.0,0.0
Greenland,GRL,EUR,HIC,2026,4,5_14,0,0.0,0.0
Greenland,GRL,EUR,HIC,2026,4,0_4,0,0.0,0.0
Grenada,GRD,AMR,UMC,2026,3,5_14,0,0.0,0.0
Guinea,GIN,AFR,LMC,2026,1,5_14,0,0.0,0.0
Guinea,GIN,AFR,LMC,2026,2,15_64,0,0.0,0.0
Guinea,GIN,AFR,LMC,2026,2,5_14,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,3,5_14,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,1,0_4,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,3,0_4,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,1,65+,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,1,15_64,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,2,65+,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,2,5_14,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,2,0_4,0,0.0,0.0
Holy See,VAT,EUR,,2026,4,65+,0,0.0,0.0
Holy See,VAT,EUR,,2026,4,5_14,0,0.0,0.0
Holy See,VAT,EUR,,2026,4,0_4,0,0.0,0.0
Holy See,VAT,EUR,,2026,3,65+,0,0.0,0.0
Holy See,VAT,EUR,,2026,3,5_14,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,4,15_64,0,0.0,0.0
Holy See,VAT,EUR,,2026,3,0_4,0,0.0,0.0
Holy See,VAT,EUR,,2026,2,5_14,0,0.0,0.0
Holy See,VAT,EUR,,2026,2,0_4,0,0.0,0.0
Holy See,VAT,EUR,,2026,1,65+,0,0.0,0.0
Holy See,VAT,EUR,,2026,1,5_14,0,0.0,0.0
Holy See,VAT,EUR,,2026,1,15_64,0,0.0,0.0
Holy See,VAT,EUR,,2026,4,15_64,0,0.0,0.0
Holy See,VAT,EUR,,2026,3,15_64,0,0.0,0.0
Holy See,VAT,EUR,,2026,2,15_64,0,0.0,0.0
Holy See,VAT,EUR,,2026,1,0_4,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,4,65+,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,4,5_14,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,3,65+,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,3,5_14,0,0.0,0.0
Holy See,VAT,EUR,,2026,2,65+,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,2,65+,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,1,5_14,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,3,15_64,0,0.0,0.0
Iceland,ISL,EUR,HIC,2026,1,65+,0,0.0,0.0
Iceland,ISL,EUR,HIC,2026,2,15_64,0,0.0,0.0
Iceland,ISL,EUR,HIC,2026,1,5_14,0,0.0,0.0
Iceland,ISL,EUR,HIC,2026,1,15_64,0,0.0,0.0
Iceland,ISL,EUR,HIC,2026,4,0_4,0,0.0,0.0
Iceland,ISL,EUR,HIC,2026,3,0_4,0,0.0,0.0
Iceland,ISL,EUR,HIC,2026,2,0_4,0,0.0,0.0
Iceland,ISL,EUR,HIC,2026,1,0_4,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,4,5_14,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,4,0_4,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,3,0_4,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,2,5_14,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,2,0_4,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,4,65+,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,4,65+,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,3,65+,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,3,15_64,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,2,65+,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,2,15_64,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,3,5_14,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,1,65+,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,1,15_64,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,1,5_14,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,1,0_4,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,4,5_14,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,3,65+,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,2,15_64,0,0.0,0.0
Honduras,HND,AMR,LMC,2026,4,0_4,0,0.0,0.0
Hungary,HUN,EUR,HIC,2026,4,15_64,0,0.0,0.0
Gibraltar,GIB,EUR,HIC,2026,3,65+,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,2,5_14,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,1,5_14,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,2,0_4,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,1,65+,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,1,5_14,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,1,0_4,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,4,15_64,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,3,15_64,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,2,15_64,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,1,15_64,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,4,65+,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,4,5_14,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,3,65+,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,3,5_14,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,4,15_64,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,2,5_14,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,2,65+,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,2,5_14,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,2,15_64,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,1,65+,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,1,15_64,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,1,5_14,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,4,0_4,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,3,0_4,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,2,0_4,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,1,0_4,0,0.0,0.0
Guinea,GIN,AFR,LMC,2026,4,5_14,0,0.0,0.0
Guinea,GIN,AFR,LMC,2026,4,15_64,0,0.0,0.0
Guinea,GIN,AFR,LMC,2026,3,5_14,0,0.0,0.0
Guinea,GIN,AFR,LMC,2026,3,15_64,0,0.0,0.0
Guinea-Bissau,GNB,AFR,LIC,2026,3,15_64,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,1,65+,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,2,65+,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,3,5_14,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,4,0_4,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,3,0_4,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,2,0_4,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,1,0_4,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,4,15_64,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,3,15_64,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,2,15_64,0,0.0,0.0
Heard Island and McDonald Islands,HMD,WPR,,2026,1,15_64,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,4,65+,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,4,5_14,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,4,0_4,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,3,65+,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,3,5_14,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,3,0_4,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,3,0_4,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,2,5_14,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,2,0_4,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,1,65+,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,1,5_14,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,1,0_4,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,4,15_64,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,3,15_64,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,2,15_64,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,1,15_64,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,4,65+,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,4,5_14,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,4,0_4,0,0.0,0.0
Guyana,GUY,AMR,HIC,2026,3,65+,0,0.0,0.0
Haiti,HTI,AMR,LMC,2026,2,65+,0,0.0,0.0
Iceland,ISL,EUR,HIC,2026,2,65+,0,0.0,0.0
Gibraltar,GIB,EUR,HIC,2026,3,0_4,0,0.0,0.0
Gibraltar,GIB,EUR,HIC,2026,2,5_14,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,1,15_64,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,4,0_4,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,4,5_14,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,3,0_4,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,3,5_14,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,2,0_4,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,2,5_14,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,1,0_4,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,1,5_14,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,4,65+,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,3,65+,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,3,0_4,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,2,65+,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,1,65+,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,1,0_4,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,3,15_64,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,2,15_64,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,1,15_64,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,4,5_14,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,4,0_4,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,3,5_14,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,2,5_14,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,2,0_4,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,1,5_14,0,0.0,0.0
Fiji,FJI,WPR,UMC,2026,4,15_64,0,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,1,0_4,0,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,4,65+,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,1,65+,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,2,15_64,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,2,65+,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,3,15_64,0,0.0,0.0
French Guiana,GUF,AMR,,2026,2,5_14,0,0.0,0.0
French Guiana,GUF,AMR,,2026,2,0_4,0,0.0,0.0
French Guiana,GUF,AMR,,2026,1,65+,0,0.0,0.0
French Guiana,GUF,AMR,,2026,1,5_14,0,0.0,0.0
French Guiana,GUF,AMR,,2026,1,0_4,0,0.0,0.0
French Guiana,GUF,AMR,,2026,4,15_64,0,0.0,0.0
French Guiana,GUF,AMR,,2026,3,15_64,0,0.0,0.0
French Guiana,GUF,AMR,,2026,2,15_64,0,0.0,0.0
French Guiana,GUF,AMR,,2026,1,15_64,0,0.0,0.0
France,FRA,EUR,HIC,2026,4,0_4,0,0.0,0.0
France,FRA,EUR,HIC,2026,2,65+,3,0.0,0.0
France,FRA,EUR,HIC,2026,4,65+,0,0.0,0.0
France,FRA,EUR,HIC,2026,3,65+,0,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,3,65+,0,0.0,0.0
France,FRA,EUR,HIC,2026,3,0_4,0,0.0,0.0
France,FRA,EUR,HIC,2026,4,15_64,0,0.0,0.0
France,FRA,EUR,HIC,2026,2,0_4,0,0.0,0.0
France,FRA,EUR,HIC,2026,3,15_64,0,0.0,0.0
France,FRA,EUR,HIC,2026,1,15_64,1,0.0,0.0
France,FRA,EUR,HIC,2026,1,0_4,0,0.0,0.0
France,FRA,EUR,HIC,2026,4,5_14,0,0.0,0.0
France,FRA,EUR,HIC,2026,3,5_14,0,0.0,0.0
France,FRA,EUR,HIC,2026,2,5_14,0,0.0,0.0
France,FRA,EUR,HIC,2026,1,65+,6,0.0,0.0
France,FRA,EUR,HIC,2026,1,5_14,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,4,65+,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,4,15_64,0,0.0,0.0
Finland,FIN,EUR,HIC,2026,3,65+,0,0.0,0.0
France,FRA,EUR,HIC,2026,2,15_64,3,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,2,65+,0,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,1,65+,0,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,1,15_64,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,1,65+,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,3,15_64,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,1,5_14,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,1,15_64,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,4,15_64,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,4,0_4,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,3,0_4,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,2,15_64,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,2,0_4,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,1,0_4,0,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,4,5_14,0,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,3,65+,0,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,3,5_14,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,2,5_14,0,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,2,65+,0,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,1,65+,0,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,1,5_14,0,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,4,0_4,0,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,3,0_4,0,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,2,0_4,0,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,1,0_4,0,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,4,65+,0,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,4,15_64,0,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,3,15_64,0,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,2,15_64,0,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,1,15_64,0,0.0,0.0
Estonia,EST,EUR,HIC,2026,4,65+,2,0.0,0.0
Estonia,EST,EUR,HIC,2026,2,65+,13,0.0,0.0
Eswatini,SWZ,AFR,LMC,2026,2,5_14,0,0.0,0.0
French Guiana,GUF,AMR,,2026,2,65+,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,2,65+,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,3,65+,0,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,4,5_14,0,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,4,0_4,0,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,4,15_64,0,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,3,5_14,0,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,3,15_64,0,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,3,0_4,0,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,2,15_64,0,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,2,5_14,0,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,2,0_4,0,0.0,0.0
Faroe Islands,FRO,EUR,HIC,2026,1,5_14,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,4,5_14,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,4,15_64,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,3,15_64,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,3,5_14,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,2,5_14,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,1,15_64,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,4,0_4,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,3,5_14,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,3,0_4,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,2,0_4,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,1,5_14,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,1,0_4,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,4,65+,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,3,65+,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,2,65+,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,1,65+,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,4,65+,0,0.0,0.0
Ethiopia,ETH,AFR,LIC,2026,4,5_14,0,0.0,0.0
Falkland Islands (Malvinas),FLK,AMR,,2026,2,15_64,0,0.0,0.0
French Guiana,GUF,AMR,,2026,3,0_4,0,0.0,0.0
French Guiana,GUF,AMR,,2026,3,5_14,0,0.0,0.0
French Guiana,GUF,AMR,,2026,3,65+,0,0.0,0.0
Germany,DEU,EUR,HIC,2026,2,15_64,0,0.0,0.0
